,molecule_chembl_id,canonical_smiles,standard_value
199,CHEMBL1564153,O=C1c2cccc3c(N4CCCCC4)ccc(c23)C(=O)N1c1ccccc1O,7631.0
200,CHEMBL1990694,CCCC/N=C1\C(=O)N(C)c2cccc3c(O)c4ccccc4c1c23,9056.0
201,CHEMBL1375338,CS(=O)(=O)c1nc(-c2ccc(F)cc2)cc(C(F)(F)F)n1,27351.0
202,CHEMBL1532571,Cc1nn(C)c(C)c1N1C(=O)c2cccc3c(Br)ccc(c23)C1=O,5716.0
203,CHEMBL1713905,CN1C(=O)/C(=N\CCc2ccccc2)c2c3ccccc3c(O)c3cccc1c23,5975.0
204,CHEMBL1413680,O=[N+]([O-])c1cnc(Sc2ccncn2)s1,49691.0
205,CHEMBL1470904,CC(C)OC(=O)c1sc2nc(-c3ccccc3)ccc2c1N,3698.0
206,CHEMBL1541918,CC(=O)c1sc2nc(-c3ccc(C)cc3)c3c(c2c1N)CCCC3,3730.0
207,CHEMBL1688693,Cc1cc2nc(/C=C/c3nc4cc(C)c(C)cc4[nH]3)[nH]c2cc1C,20865.0
208,CHEMBL1345017,O=c1ccc2cc3c4c(c2o1)CCCN4CCC3,7117.0
209,CHEMBL131770,O=C(/C=C(O)/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1,5133.0
210,CHEMBL428064,O=S1(=O)Nc2c(ccc3cccnc23)-c2ccccc21,49745.0
211,CHEMBL1734268,O=C1C=CC(=O)N1c1ccc2c(c1)C(NC(=O)C(F)(F)F)c1ccccc1-2,14485.0
212,CHEMBL1510339,COC(=O)c1ccc(NC(=O)c2nc(S(=O)(=O)Cc3cccc(C)c3)ncc2Cl)cc1,10667.0
213,CHEMBL1352586,CCCC(=O)OCCNc1cc(Sc2nc3ccccc3[nH]2)c2nonc2c1[N+](=O)[O-],10949.0
214,CHEMBL1567159,CN(CCO)c1cc(Sc2nc3ccccc3s2)c2nonc2c1[N+](=O)[O-],8893.0
215,CHEMBL1424562,O=C(Nc1ccccc1)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,11892.0
216,CHEMBL1734763,O=C1C=CC(=O)N1c1ccccc1N1C(=O)C=CC1=O,13642.0
217,CHEMBL1532668,Nc1cc(Cl)c2nonc2c1[N+](=O)[O-],49747.0
218,CHEMBL1588411,Cc1nnc(Sc2cc(NCCCO)c([N+](=O)[O-])c3nonc23)s1,10948.0
219,CHEMBL1449204,CCOC(=O)CS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,19206.0
220,CHEMBL1726592,O=c1c2cc(C(F)(F)F)ccc2sn1-c1ccccc1,49758.0
221,CHEMBL1471341,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(C)cc2)n1,7648.0
222,CHEMBL1432251,COc1ccc(CS(=O)(=O)/C(Cl)=C(/Cl)C(=O)Nc2ccc(OC)nc2)cc1,49739.0
223,CHEMBL1734503,COc1ccc(C[C@@H]2OC3(C=CC(=O)C=C3)O[C@H]2Cc2ccc(OC)cc2)cc1,17470.0
224,CHEMBL1999049,CCn1c(Cl)c(C=O)s/c1=N\S(=O)(=O)c1ccccc1,12470.0
225,CHEMBL1904199,O=C(NCc1ccccc1C(F)(F)F)c1cccc2c1C(=O)c1ccc(N3CCC(N4CCCCC4)CC3)cc1S2(=O)=O,5890.0
226,CHEMBL1375884,Cc1cccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3ccc(F)cc3)n2)c1,9482.0
227,CHEMBL3207597,C/C(=N\Nc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)OCO2,12521.0
228,CHEMBL1589062,COc1ccc(Cn2cc3c(-c4ccc(F)cc4)nnc-3c3cc(OC)c(OC)cc32)cc1,5584.0
229,CHEMBL1542492,CC(NC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])o1)c1ccccc1,8233.0
230,CHEMBL1385690,CCCC(=O)OCCNc1cc(Sc2nccn2C)c2nonc2c1[N+](=O)[O-],8309.0
231,CHEMBL1472131,CCCCNc1ccc2c3c(cccc13)C(=O)N(CCCC)C2=O,3071.0
232,CHEMBL1492648,CS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,29065.0
233,CHEMBL1434843,O=C(NC1CCCCC1)c1cccc2c1C(=O)c1ccc(N3CCC(Cc4ccccc4)CC3)cc1S2(=O)=O,3875.0
234,CHEMBL1736537,CC(=O)Nc1ccc2c(c1)Cc1cc(N3C(=O)C=CC3=O)ccc1-2,7235.0
235,CHEMBL1565458,O=C1C2C(c3ccccc3)C=CC(c3ccccc3)C2C(=O)N1c1ccccn1,59571.0
236,CHEMBL1372920,O=C1c2cccc3c(O)ccc(c23)C(=O)N1c1ccc(Cl)cc1,19116.0
237,CHEMBL1611002,CCN(CC)c1ccc2cc(-c3nnc(-c4ccccc4)o3)c(=O)oc2c1,59640.0
238,CHEMBL1966746,C/C(=N\Nc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-])c1cccs1,59640.0
239,CHEMBL1966700,COc1ccc(C(=O)Nc2ccc(/C(C)=N/NC(=O)c3ccncc3)cc2)cc1,59640.0
240,CHEMBL3207378,C/C(=N\O)c1ccc2c3c([nH]c2c1)CCCC3,59640.0
241,CHEMBL1518886,N#CC(C#N)=C1C=C2C=C(N3CCCCCC3)CCC2CC1,2506.0
242,CHEMBL1398812,O=[N+]([O-])c1ccc(N2CCCCCC2)c2nonc12,57858.0
243,CHEMBL598477,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc([N+](=O)[O-])o1,59640.0
244,CHEMBL1604962,N#CC(C#N)=C1C=C2C=C(N3CCOCC3)CCC2CC1,2741.0
245,CHEMBL3198439,CC(C)n1cc(/C=N/Nc2ccc(Cl)c(C(=O)O)c2)c2ccccc21,59640.0
246,CHEMBL1491016,COc1cc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)cc(OC)c1O,59640.0
247,CHEMBL1379677,O=C1c2ccccc2-c2onc3ccc(NCCCn4ccnc4)c1c23,1717.0
248,CHEMBL1604510,COc1ccc(/C=C2/SC(c3ccc(C)cc3)=NC2=O)cc1OC,59640.0
249,CHEMBL1582196,CC(C)C(CCN1C(=O)c2ccccc2C1=O)c1ccco1,13428.0
250,CHEMBL1306565,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1.[Na+],59640.0
251,CHEMBL1556007,O=C(Nc1ccc(C(F)(F)F)cc1)c1ccc(NC(=O)C2CCCO2)cc1,59640.0
252,CHEMBL1413533,COc1ccccc1N1N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccccc1,59640.0
253,CHEMBL1524257,Cc1cccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c1,20802.0
254,CHEMBL1396129,COc1ccc(-c2cc(=O)oc3c(C)c(OCC(=O)NCCCn4ccnc4)ccc23)cc1,33921.0
255,CHEMBL1409608,CCOc1ccc(/C=C2\CCCc3c2nc2ccccc2c3C(=O)O)cc1OC,36428.0
256,CHEMBL1413510,Nc1ccc2c3c(cccc13)C(=O)N(c1ccccc1)C2=O,10854.0
257,CHEMBL1310325,CCN(CC)CCOC(=O)c1ccc(N/C=C(/C#N)c2nc(-c3cc4ccccc4oc3=O)cs2)cc1,59640.0
258,CHEMBL1458472,O=P(O)(O)c1cc(-c2ccccc2)oc1-c1ccccc1,10723.0
259,CHEMBL1416351,COc1ccc2c(Cl)c(C(=O)NCCCn3ccnc3)sc2c1Cl,59640.0
260,CHEMBL1419637,CCc1cc(=O)oc2cc(C)c(CN3CCCC3)c(O)c12,6955.0
261,CHEMBL1333292,COc1ccc(-c2occ(C(=O)O)c2C(=O)O)cc1,35802.0
262,CHEMBL1977499,CN(/N=C/c1ccc(-c2ccc([N+](=O)[O-])cc2)o1)c1ccccc1,59640.0
263,CHEMBL1399400,O=C1C2C(c3ccccc3)C=CC(c3ccccc3)C2C(=O)N1c1ccncc1,62430.0
264,CHEMBL1303641,COCCCNc1c(O)nc2cccc3c2c1-c1ccccc1C3=O,1840.0
265,CHEMBL587994,CCC(/C=C1\Sc2ccc3ccccc3c2N1C)=C\c1sc2ccc3ccccc3c2[n+]1C.[Cl-],59640.0
266,CHEMBL1498210,CCN1CCN(C2=CC3=CC(=C(C#N)C#N)CCC3CC2)CC1,3699.0
267,CHEMBL1430184,CCCN1C(=O)c2cccc3c(N4CCCCC4)ccc(c23)C1=O,59640.0
268,CHEMBL1527994,CCN(CC)c1ccc(/C=C/C(=O)c2ccc(Br)cc2)cc1,8450.0
269,CHEMBL1387366,CNc1ccc2c3c(cccc13)C(=O)N(C)C2=O,3060.0
270,CHEMBL1390971,Cc1nn(C)c(C)c1N1C(=O)c2cccc3c(N)ccc(c23)C1=O,8990.0
271,CHEMBL1420142,CN1/C(=C\C=C2/C(=O)Oc3ccccc3C2=O)C(C)(C)c2ccccc21,31469.0
272,CHEMBL1547938,O=C1c2cccc3c(O)ccc(c23)C(=O)N1Cc1ccco1,13113.0
273,CHEMBL1502002,CCOC(=O)C1CCCN(c2ccc([N+](=O)[O-])c3nonc23)C1,26262.0
274,CHEMBL1304024,O=Cc1ccc2cccc3c2c1N=C(C(F)(F)F)N3,8759.0
275,CHEMBL1495079,Cn1cc(/C=C(\C(=O)O)C(C(=O)O)=C2CCCCC2)c2ccccc21,54075.0
276,CHEMBL1605743,O=c1ccc2c(-c3ccccc3)c3ccc(O)cc3oc-2c1,374.22
277,CHEMBL1501987,CCCCn1c(=O)[nH]c2nc3cc(N)ccc3nc2c1=O,16777.0
278,CHEMBL1398345,CCN1C(=O)c2cccc3c(N)ccc(c23)C1=O,8243.0
279,CHEMBL1985696,COc1ccc(/C(C)=N/NC(=O)c2nnn(-c3nonc3N)c2-c2ccccc2)cc1,59640.0
280,CHEMBL1597682,O=C(CCN1C(=O)/C(=C/c2ccc(Cl)cc2)SC1=S)NCCCn1ccnc1,59640.0
281,CHEMBL1724937,CN1C(=O)/C(=N\CCO)c2c3ccccc3c(O)c3cccc1c23,1392.0
282,CHEMBL1410659,CC(=O)Nc1ccc(N2C(=O)c3cccc4c(O)ccc(c34)C2=O)cc1,12602.0
283,CHEMBL1985601,CN(C)c1ccc(/C=N/N(CCO)C2=NS(=O)(=O)c3ccccc32)cc1,9400.0
284,CHEMBL1571034,COc1cc(OC)c(-c2c3cc(O)c(=O)cc-3oc3cc(O)c(O)cc23)cc1OC,5114.0
285,CHEMBL1453652,O=C(O)c1ccccc1-c1ccc(/C=C/c2cc(C(F)(F)F)nc(O)n2)o1,25022.0
286,CHEMBL3190111,COCCCn1/c(=N/C(=O)c2ccccc2)c(C#N)cc2c(=O)n3cccc(C)c3nc21,59640.0
287,CHEMBL1576762,Cc1n[nH]c(C)c1N1C(=O)c2cccc3c(N4CCCCCC4)ccc(c23)C1=O,15509.0
288,CHEMBL1362746,CCN(CC)C1=CC2=CC(=C(C#N)C#N)CCC2CC1,2396.0
289,CHEMBL1522563,Nc1ccc2ccc3cccc[n+]3c2c1.[O-][Cl+3]([O-])([O-])[O-],9333.0
290,CHEMBL1412067,CN1C(=O)c2cccc3c(N)ccc(c23)C1=O,7167.0
291,CHEMBL1373849,O=C1/C(=C\c2cc(Cl)c(O)c(Cl)c2)SC(=S)N1Cc1ccccc1,49421.0
292,CHEMBL1713905,CN1C(=O)/C(=N\CCc2ccccc2)c2c3ccccc3c(O)c3cccc1c23,9238.0
293,CHEMBL1990694,CCCC/N=C1\C(=O)N(C)c2cccc3c(O)c4ccccc4c1c23,11857.0
294,CHEMBL1322893,COc1ccccc1-c1csc(-n2ncc(C#N)c2N)n1,59640.0
295,CHEMBL1492044,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,39757.0
296,CHEMBL1502551,CCN(CC)c1ccc2cc(C(=O)NCc3ccc(F)cc3)c(=N)oc2c1,59640.0
297,CHEMBL1991136,CN(/N=C/c1ccc(N(C)C)cc1)C1=NS(=O)(=O)c2ccccc21,14965.0
298,CHEMBL1431610,O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,22065.0
299,CHEMBL1583960,CCN(CC)c1ccc2cc(C=O)c(=O)oc2c1,38774.0
300,CHEMBL1583872,N#CC(C#N)=C1C=C2C=C(N3CCCCC3)CCC2CC1,2331.0
301,CHEMBL1510317,O=C1CCN2C=Nc3cccc4ccc1c2c34,9219.0
302,CHEMBL1557243,CC(C)n1cc(/C=C/c2cc[n+](C)cc2)c2ccccc21.[I-],29038.0
303,CHEMBL1446754,CCn1c(=S)sc2c(=O)n(CC(=O)Nc3ccccc3C(F)(F)F)c(C)nc21,59640.0
304,CHEMBL1606773,CCOc1cc2c(cc1/C=C/c1noc(C)c1[N+](=O)[O-])OC(C)C2,59640.0
305,CHEMBL1490312,CN1C(=O)/C(=C\c2ccc(N(C)C)cc2)OC1=S,59640.0
306,CHEMBL1331195,CN(C)/C=C1\C=C2C(=O)c3ccccc3N2C1=O,894.28
307,CHEMBL1557268,CCOC(=O)c1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2,53721.0
308,CHEMBL1432003,CCCCC(Sc1nc(N)c(NC(=O)c2ccco2)c(O)n1)C(=O)O,59640.0
309,CHEMBL1320566,Cc1ccc2[nH]cc(/C=C/c3cc[n+](C)cc3)c2c1.[I-],25802.0
310,CHEMBL1513792,Cc1ccc(Cn2c(C(C)Nc3nc(-c4ccc(C)cc4)cs3)nc3cc(Cl)c(Cl)cc32)cc1,25174.0
311,CHEMBL1510658,CC(=O)N(c1cccc(C)c1)C1SC(=O)N(c2ccccc2)C1=O,54293.0
312,CHEMBL1392848,Nc1ccc(-c2c3ccc(=O)cc-3oc3cc(O)ccc23)cc1C(=O)O,4473.0
313,CHEMBL1332522,CCCCN(C)C1=CC2=CC(=C(C#N)C#N)CCC2CC1,4065.0
314,CHEMBL1538987,CC(C)(C)c1ccc(-c2c(C(=O)O)c(C(=O)O)c3n2CSC3)cc1,30576.0
315,CHEMBL1439847,Cc1nn(-c2ccccc2)c(Cl)c1/C=C(\CC(=O)O)c1nc2ccccc2s1,9264.0
316,CHEMBL1415476,CCCCCCn1c(=O)[nH]c2nc3cc(N)ccc3nc2c1=O,52496.0
317,CHEMBL1463795,CN1CCN(C2=CC3=CC(=C(C#N)C#N)CCC3CC2)CC1,2998.0
318,CHEMBL533293,CCN1/C(=C/C=C/c2oc3ccc4ccccc4c3[n+]2CC)Oc2ccc3ccccc3c21.Cc1ccc(S(=O)(=O)[O-])cc1,59640.0
319,CHEMBL1607380,COc1ccc(/C=C2\CCCc3c2nc2ccccc2c3C(=O)O)cc1OC,56050.0
320,CHEMBL2003304,CC/N=C1\C(=O)N(C)c2cccc3c(O)c4ccccc4c1c23,4927.0
321,CHEMBL1500251,Nc1cccc(N2C(=O)c3cccc4c(N)ccc(c34)C2=O)c1,26152.0
322,CHEMBL1472131,CCCCNc1ccc2c3c(cccc13)C(=O)N(CCCC)C2=O,25944.0
323,CHEMBL1372738,CCOc1ccc(-c2cc(C(=O)NCCCn3ccnc3)c3cc(Br)ccc3n2)cc1,59640.0
324,CHEMBL374632,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,2728.0
325,CHEMBL1523652,Oc1ccc2ccccc2c1-c1sc(Nc2ccccc2)n[n+]1-c1ccc(F)cc1.[Cl-],31979.0
326,CHEMBL1315955,COC(=O)c1sccc1NC(=O)c1ccc(C#N)cc1,59640.0
327,CHEMBL1542877,N=C1/C(=C\c2coc3ccccc3c2=O)C(=O)N=C2SC=CN12,25498.0
328,CHEMBL1425421,Cc1cc(OCc2cc(C(=O)O)oc2C)c2c3c(c(=O)oc2c1)CCCC3,582.0
329,CHEMBL1591156,Cc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,4931.0
330,CHEMBL1448093,O=C1Nc2cc(C(=O)N3CCC(N4CCCCC4)CC3)ccc2S/C1=C\c1ccccc1,4514.0
331,CHEMBL1578600,Oc1nc2c(s1)C(c1cccnc1)C1C3CCC(C3)C1S2,33.94
332,CHEMBL1447888,COc1ccc2[nH]c(C(=O)O)c(CCN3C(=O)c4ccc(C(=O)O)cc4C3=O)c2c1,433.08
333,CHEMBL1574794,Cc1c(C)c2ccc(OCC(=O)N3CCC[C@@H]3C(=O)O)c(C)c2oc1=O,2089.0
334,CHEMBL1346167,O=C(CSc1nnc(NC(=O)c2cccc(F)c2)s1)NCc1ccco1,4552.0
335,CHEMBL1415903,Sc1nnc(-c2ccccc2)n1C1C=CCCC1,4989.0
336,CHEMBL3194647,O=[N+]([O-])c1ccccc1/C=C/C=N/n1c(S)nnc1-c1ccccc1F,6627.0
337,CHEMBL1358969,O=C(CSc1nnc(NC(=O)C2CC2)s1)NCc1ccccc1Cl,4623.0
338,CHEMBL1422515,CC1CCCC(C)N1C(=O)CSc1nnc(NC(=O)c2cccs2)s1,3920.0
339,CHEMBL1596878,CC1=C(C(=O)O)N2C(=O)C(NC(=O)c3nn(C)cc3[N+](=O)[O-])C2SC1,8541.0
340,CHEMBL1378904,O=C(CSc1nnc(NC(=O)c2ccccc2[N+](=O)[O-])s1)NCc1ccco1,2621.0
341,CHEMBL1464897,CCCn1c(S)nnc1C(C)C,3476.0
342,CHEMBL1373572,COc1ccc(-c2cc(C(F)(F)F)nc(N3CCN(C)CC3)n2)cc1,59640.0
343,CHEMBL1445447,Sc1nnc(C2CC2)n1Cc1ccco1,3761.0
344,CHEMBL1299716,Cc1n[nH]c(C)c1CCCCOc1ccc([N+](=O)[O-])cc1,5256.0
345,CHEMBL1555759,CCCc1cc(=O)oc2c3c(cc(OCC(=O)N[C@@H](C)C(=O)O)c12)OC(C)(C)CC3,6969.0
346,CHEMBL1540042,CCCCn1c(S)nnc1-c1ccoc1C,4246.0
347,CHEMBL1438203,Cc1ccc(-c2c(C(=O)O)c(C(=O)O)c3n2CSC3)cc1,2953.0
348,CHEMBL1558250,CCCCn1c(S)nnc1-c1nn(C)c(C)c1Cl,1993.0
349,CHEMBL1554968,Cc1cc(OCC(=O)N2CCC[C@@H]2C(=O)O)c2c(C)c(C)c(=O)oc2c1,5308.0
350,CHEMBL1324305,Cc1c(Cl)c(-c2nnc(S)n2-c2ccc(F)cc2)nn1C,6248.0
351,CHEMBL1379746,O=C(c1ccco1)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1,1606.0
352,CHEMBL1401466,O=C(C1=C(O)C(=O)N(Cc2cccnc2)C1c1ccccn1)c1ccccc1,2170.0
353,CHEMBL1376656,O=C(CSc1nnc(NC(=O)c2ccccc2)s1)NCc1ccco1,4627.0
354,CHEMBL1389969,Sc1nnc(-c2ccco2)n1Cc1ccccc1,3514.0
355,CHEMBL1452412,Sc1nnc(-c2ccccc2)n1Cc1ccccc1,8303.0
356,CHEMBL1419367,C=CCn1c(S)nnc1C1CC1,8364.0
357,CHEMBL1445684,Sc1nnc(-c2ccc3ccccc3n2)n1-c1ccc2c(c1)OCCO2,7921.0
358,CHEMBL1340014,O=c1c2ccccc2cnn1Cc1nnc(S)n1C1CC2CCC1C2,9662.0
359,CHEMBL1390220,CC(C)Cn1c(S)nnc1-c1ccco1,4368.0
360,CHEMBL1455265,O=C(O)c1c(C(=O)O)c(-c2ccc(Br)cc2)n2c1CSC2,1508.0
361,CHEMBL1516970,Sc1nnc(-c2cccs2)n1C1CCCCC1,1310.0
362,CHEMBL3190779,CN(C)S(=O)(=O)c1cccc(NC(=S)N/N=C/C2CC=CCC2)c1,334.63
363,CHEMBL1498006,CC(C)(C)C(=O)Nc1nnc(CSCc2ccccc2F)s1,1964.0
364,CHEMBL1573007,O=[N+]([O-])c1ccc(-c2ccccc2)c([As](=O)(O)O)c1,244.79
365,CHEMBL1458632,NC(=O)SCC(=O)Nc1ccccc1C(=O)O,5267.0
366,CHEMBL1603777,CCOC(=O)c1[nH]c(C(=O)O)c(CCC(=O)OC)c1C,4995.0
367,CHEMBL3194162,O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2cccc(Br)c2)c1,1161.0
368,CHEMBL1435494,Cc1cc(=O)oc2c3c(cc(OCC(=O)N[C@@H](Cc4ccccc4)C(=O)O)c12)OC(C)(C)CC3,7509.0
369,CHEMBL1527705,Oc1nc(SCc2nnc(S)n2-c2ccccc2)nc2sc3c(c12)CCC3,4204.0
370,CHEMBL3196601,O=C(O)COc1ccccc1/C=N/n1c(S)nnc1C1CCCCC1,8619.0
371,CHEMBL1579462,O=C(O)/C=C/c1nnc2c3ccccc3cnn12,4442.0
372,CHEMBL3213100,COc1cc(OC)c(OC)cc1/C=N/NC(=O)CC1C(=O)NN=C1C,1460.0
373,CHEMBL1368761,COc1cc2c(cc1OC)C(C)N(C(=O)c1nccnc1C(=O)O)CC2,5735.0
374,CHEMBL1455686,CCn1c(S)nnc1-c1nn(-c2ccccc2)ccc1=O,8569.0
375,CHEMBL1469441,O=C(O)c1[nH]c2ccc(Br)cc2c1CCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O,716.0
376,CHEMBL1492629,Cc1ccc(S(=O)(=O)n2[nH]c(=O)cc2NC(=O)c2cccs2)cc1,120.18
377,CHEMBL1410338,Cc1ccc(-c2nnc(S)n2-c2ccccc2)cc1,10063.0
378,CHEMBL1534296,O=C(O)c1ccccc1Sc1ncnc2sc3c(c12)CCC3,3910.0
379,CHEMBL3191768,COc1ccc(OC)c(/C=N/NC(=O)CC2C(=O)NN=C2C)c1,2131.0
380,CHEMBL1391244,CC(C)(C)c1ccc(-c2nnc(S)n2CCCN2CCOCC2)cc1,6728.0
381,CHEMBL1597507,O=C(CCN1C(=O)/C(=C/c2ccccc2F)SC1=S)NCCCn1ccnc1,4494.0
382,CHEMBL1414554,O=P(O)(O)c1ccccc1OCCCCCOc1ccccc1P(=O)(O)O,862.0
383,CHEMBL1423602,CSC[C@H](NC(=O)COc1cc2c(c3oc(=O)c(C)c(C)c13)CCC(C)(C)O2)C(=O)O,4210.0
384,CHEMBL3197536,CCc1nnc(S)n1/N=C/c1ccc(NC(C)=O)cc1,2078.0
385,CHEMBL1556501,CCOC(=O)N=S(N)(=O)c1ccccc1,4848.0
386,CHEMBL1548211,COc1ccccc1C(=O)Nc1nnc(SCC(=O)NCc2ccco2)s1,2608.0
387,CHEMBL1541211,COc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccco3)C2c2cc(OC)ccc2OC)cc1,5610.0
388,CHEMBL1315870,CCCCc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,8931.0
389,CHEMBL3199800,O=[N+]([O-])c1ccccc1/C=N/n1c(S)nnc1C(F)(F)F,3120.0
390,CHEMBL1537904,O=C(O)CC/C(=C\c1cc([N+](=O)[O-])ccc1Cl)c1nc2ccccc2s1,4166.0
391,CHEMBL1576713,Cn1c(S)nnc1-c1sccc1OCc1ccc(Cl)cc1Cl,774.0
392,CHEMBL1532258,COc1cccc(-n2c(S)nnc2CNC(=O)OC(C)(C)C)c1,7834.0
393,CHEMBL1537972,O=C(CSc1nnc(NC(=O)c2cc(Br)ccc2Cl)s1)NCC1CCCO1,5872.0
394,CHEMBL1587451,O=C(CSc1nnc(NC(=O)c2c(F)cccc2F)s1)NCc1ccccc1,3622.0
395,CHEMBL1400031,Fc1ccccc1-c1nnc(S)n1Cc1ccccc1,4136.0
396,CHEMBL1456096,Sc1nnc(-c2cccs2)n1Cc1ccccc1,889.0
397,CHEMBL1414683,CC(C)(C)C(=O)Nc1nnc(SCC(=O)NCc2cccs2)s1,874.0
398,CHEMBL1538097,Cc1ccc(-n2c(S)nnc2-c2nn(C)c(C)c2Cl)cc1,3718.0
399,CHEMBL1517808,Cc1cccc(C(=O)Nc2nnc(SCC(=O)NCc3ccco3)s2)c1,21604.0
400,CHEMBL1556931,Sc1nnc(-c2ccccc2)n1CC1CCCO1,4154.0
401,CHEMBL1509766,Sc1nnc(C2CC2)n1Cc1ccccc1,940.0
402,CHEMBL1431288,Cc1cccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2cc(CC(C)C)nc(O)n2)n1,2742.0
403,CHEMBL3196939,CCc1nnc(S)n1/N=C/C(C)=C\c1ccccc1,332.29
404,CHEMBL1463059,Cc1cccc(-n2c(C)nnc2S)c1C,8269.0
405,CHEMBL1381292,Sc1nnc(Cn2c(-c3ccccn3)nc3ccccc32)n1-c1ccc2c(c1)OCCO2,4031.0
406,CHEMBL1314447,Cc1c(C)c2c(OCC(=O)N3CCC[C@H]3C(=O)O)cc3c(c2oc1=O)CCC(C)(C)O3,525.0
